doi	date	title	github
10.1186/s13321-021-00569-1	2021-08-14	Development of a chemogenomics library for phenotypic screening	
10.1186/s13321-021-00573-5	2021-08-11	PSnpBind: a database of mutated binding site proteinligand complexes constructed using a multithreaded virtual screening workflow	bigcat-um/psnpbind-build
10.1186/s13321-022-00595-7	2021-08-06	Application of deep metric learning to molecular graph similarity	dcoupry/chemdist_paper
10.1186/s13321-021-00563-7	2021-08-05	DockStream: a docking wrapper to enhance de novo molecular design	
10.1186/s13321-022-00583-x	2021-08-01	Machine learning approaches to optimize small-molecule inhibitors for RNA targeting	csbarak/primroselightning
10.1186/s13321-021-00560-w	2021-07-29	The impact of cross-docked poses on performance of machine learning classifier for proteinligand binding pose prediction	sc8668/ml_pose_prediction
10.1186/s13321-021-00576-2	2021-07-28	Splitting chemical structure data sets for federated privacy-preserving machine learning	melloddy/chemfold
10.1186/s13321-021-00546-8	2021-07-22	Computational Applications in Secondary Metabolite Discovery (CAiSMD): an online workshop	
10.1186/s13321-021-00570-8	2021-07-20	Chemical toxicity prediction based on semi-supervised learning and graph convolutional neural network	chen709847237/ssl-gcn
10.1186/s13321-022-00581-z	2021-07-16	GloMPO (Globally Managed Parallel Optimization): a tool for expensive, black-box optimizations, application to ReaxFF reparameterizations	mfgustavo/glompo
10.1186/s13321-021-00551-x	2021-07-16	A hybrid framework for improving uncertainty quantification in deep learning-based QSAR regression modeling	wangdingyan/hybriduq
10.1186/s13321-021-00571-7	2021-07-15	The effect of noise on the predictive limit of QSAR models	usepa/comptox-cheminf-modelexperiments-erroreffects
10.1186/s13321-021-00531-1	2021-07-14	Correction to: Optimized SQE atomic charges for peptides accessible via a web application	
10.1186/s13321-021-00579-z	2021-07-13	Uncertainty-aware prediction of chemical reaction yields with graph neural networks	seokhokang/reaction_yield_nn
10.1186/s13321-021-00558-4	2021-07-09	MS2DeepScore: a novel deep learning similarity measure to compare tandem mass spectra	matchms/ms2deepscore
10.1186/s13321-021-00564-6	2021-07-08	Semi-automated workflow for molecular pair analysis and QSAR-assisted transformation space expansion	
10.1186/s13321-021-00572-6	2021-07-08	MERMAID: an open source automated hit-to-lead method based on deep reinforcement learning	sekijima-lab/mermaid
10.1186/s13321-021-00562-8	2021-07-07	QSPR modeling of selectivity at infinite dilution of ionic liquids	klimenko-od91/qspr_selinfdil_ils
10.1186/s13321-022-00584-w	2021-07-04	Sequence-based prediction of protein binding regions and drugtarget interactions	gist-csbl/hots
10.1186/s13321-021-00580-6	2021-06-26	HobPre: accurate prediction of human oral bioavailability for small molecules	whymin/hob
10.1186/s13321-021-00559-3	2021-06-25	Classifying natural products from plants, fungi or bacteria using the COCONUT database and machine learning	reymond-group/coconut-tmap-svm
10.1186/s13321-021-00575-3	2021-06-22	Prediction of small-molecule compound solubility in organic solvents by machine learning algorithms	
10.1186/s13321-021-00554-8	2021-06-18	Scalable estimator of the diversity for de novo molecular generation resulting in a more robust QM dataset (OD9) and a more efficient molecular optimization	jules-leguy/evomol
10.1186/s13321-021-00548-6	2021-06-15	ProLIF: a library to encode molecular interactions as fingerprints	chemosim-lab/prolif-paper
10.1186/s13321-021-00565-5	2021-06-07	Deep scaffold hopping with multimodal transformer neural networks	prokia/deephops
10.1186/s13321-021-00536-w	2021-06-04	Learning protein-ligand binding affinity with atomic environment vectors	bigginlab/aescore
10.1186/s13321-021-00547-7	2021-05-27	PUResNet: prediction of protein-ligand binding sites using deep residual neural network	jivankandel/puresnet
10.1186/s13321-021-00550-y	2021-05-27	GenUI: interactive and extensible open source software platform for de novo molecular generation and cheminformatics	martin-sicho/genui
10.1186/s13321-021-00521-3	2021-05-25	Reply to FAIR chemical structure in the Journal of Cheminformatics	
10.1186/s13321-021-00539-7	2021-05-07	Probabilistic Random Forest improves bioactivity predictions close to the classification threshold by taking into account experimental uncertainty	bendergroup/prf
10.1186/s13321-021-00568-2	2021-05-07	ChemTables: a dataset for semantic classification on tables in chemical patents	
10.1186/s13321-021-00535-x	2021-05-07	Translating the InChI: adapting neural machine translation to predict IUPAC names from a chemical identifier	
10.1186/s13321-021-00555-7	2021-05-06	Synergy conformal prediction applied to large-scale bioactivity datasets and in federated learning	fredriksvenssonuk/scp
10.1186/s13321-021-00530-2	2021-05-03	MassSpecBlocks: a web-based tool to create building blocks and sequences of nonribosomal peptides and polyketides for tandem mass spectra analysis	privrja/massspecblocks
10.1186/s13321-021-00542-y	2021-05-03	How can SHAP values help to shape metabolic stability of chemical compounds?	gmum/metstab-shap
10.1186/s13321-021-00538-8	2021-04-29	DECIMER 1.0: deep learning for chemical image recognition using transformers	kohulan/decimer-tpu
10.1186/s13321-021-00561-9	2021-04-29	DrugEx v2: de novo design of drug molecules by Pareto-based multi-objective reinforcement learning in polypharmacology	xuhanliu/drugex
10.1186/s13321-021-00534-y	2021-04-29	Selecting lines for spectroscopic (re)measurements to improve the accuracy of absolute energies of rovibronic quantum states	
10.1186/s13321-021-00529-9	2021-04-28	MAYGEN: an open-source chemical structure generator for constitutional isomers based on the orderly generation principle	mehmetazizyirik/maygen
10.1186/s13321-021-00532-0	2021-04-15	Charged aerosol detector response modeling for fatty acids based on experimental settings and molecular features: a machine learning approach	
10.1186/s13321-021-00578-0	2021-04-15	TorsiFlex: an automatic generator of torsional conformers. Application to the twenty proteinogenic amino acids	cathedralpkg/torsiflex
10.1186/s13321-021-00537-9	2021-04-14	QPHAR: quantitative pharmacophore activity relationship: method and validation	stefankohlbacher/quantpharmacophore
10.1186/s13321-021-00527-x	2021-04-13	Twitter integration of chemistry software tools	
10.1186/s13321-021-00557-5	2021-04-07	FP-ADMET: a compendium of fingerprint-based ADMET prediction models	
10.1186/s13321-021-00520-4	2021-04-01	FAIR chemical structures in the Journal of Cheminformatics	
10.1186/s13321-021-00543-x	2021-03-30	Holistic evaluation of biodegradation pathway prediction: assessing multi-step reactions and intermediate products	
10.1186/s13321-021-00556-6	2021-03-30	Individual and collective human intelligence in drug design: evaluating the search strategy	
10.1186/s13321-021-00517-z	2021-03-24	InChI version 1.06: now more than 99.99% reliable	
10.1186/s13321-021-00553-9	2021-03-24	Using informative features in machine learning based method for COVID-19 drug repurposing	rosaaghdam/drug-target
10.1186/s13321-021-00544-w	2021-03-23	Automated fragment formula annotation for electron ionisation, high resolution mass spectrometry: application to atmospheric measurements of halocarbons	
10.1186/s13321-021-00528-w	2021-03-11	Optimized SQE atomic charges for peptides accessible via a web application	
10.1186/s13321-021-00540-0	2021-03-08	GraphDTI: A robust deep learning predictor of drug-target interactions from multiple heterogeneous data	guannan1900/graphdti
10.1186/s13321-021-00516-0	2021-03-02	Comparison of structure- and ligand-based scoring functions for deep generative models: a GPCR case study	morgancthomas/molscore
10.1186/s13321-021-00549-5	2021-02-24	Investigation of pharmacological mechanism of natural product using pathway fingerprints similarity based on drug-target-pathway heterogenous network	huihui1126/drugsim-pathway
10.1186/s13321-021-00519-x	2021-02-23	Benchmarks for interpretation of QSAR models	ci-lab-cz/ibenchmark
10.1186/s13321-021-00513-3	2021-02-12	Deep learning integration of molecular and interactome data for proteincompound interaction prediction	njk-901aru/multi_dti
10.1186/s13321-021-00510-6	2021-02-08	Multi-PLI: interpretable multitask deep learning model for unifying proteinligand interaction datasets	siat-code/multi-pli
10.1186/s13321-021-00511-5	2021-02-07	Assessing the calibration in toxicological in vitro models with conformal prediction	volkamerlab/cptox21_manuscript_si
10.1186/s13321-021-00533-z	2021-02-04	MLSolvA: solvation free energy prediction from pairwise atomistic interactions by machine learning	ht0620/mlsolva
10.1186/s13321-021-00545-9	2021-02-04	2D SIFt: a matrix of ligand-receptor interactions	
10.1186/s13321-021-00523-1	2021-01-25	LigTMap: ligand and structure-based target identification and activity prediction for small molecular compounds	shirleywisiu/ligtmap
10.1186/s13321-021-00491-6	2021-01-22	What is the role of cheminformatics in a pandemic?	
10.1186/s13321-021-00522-2	2021-01-19	GNINA 1.0: molecular docking with deep learning	gnina/gnina
10.1186/s13321-021-00496-1	2021-01-08	DECIMER-Segmentation: Automated extraction of chemical structure depictions from scientific literature	kohulan/decimer-image-segmentation
10.1186/s13321-021-00515-1	2021-01-06	IDSM ChemWebRDF: SPARQLing small-molecule datasets	
10.1186/s13321-021-00541-z	2021-01-04	CardioTox net: a robust predictor for hERG channel blockade based on deep learning meta-feature ensembles	abdulk084/cardiotox
10.1186/s13321-021-00526-y	2020-12-30	Molecular Anatomy: a new multi-dimensional hierarchical scaffold analysis tool	andreabeccari/molecular_anatomy
10.1186/s13321-021-00494-3	2020-12-29	Using GANs with adaptive training data to search for new molecules	
10.1186/s13321-021-00552-w	2020-12-24	DTi2Vec: Drugtarget interaction prediction using network embedding and ensemble learning	mahathafar/dti2vec
10.1186/s13321-021-00512-4	2020-12-21	STOUT: SMILES to IUPAC names using neural machine translation	kohulan/smiles-to-iupac-translator
10.1186/s13321-021-00490-7	2020-12-15	RegioSQM20: improved prediction of the regioselectivity of electrophilic aromatic substitutions	jensengroup/regiosqm20
10.1186/s13321-021-00525-z	2020-12-10	Nonadditivity in public and inhouse data: implications for drug design	molecularai/nonadditivityanalysis
10.1186/s13321-021-00502-6	2020-12-10	ChemProps: A RESTful API enabled database for composite polymer name standardization	duke-matsci/chemprops
10.1186/s13321-021-00492-5	2020-12-09	Structurebased identification of dual ligands at the A2AR and PDE10A with antiproliferative effects in lung cancer celllines	
10.1186/s13321-021-00508-0	2020-12-06	QSAR-Co-X: an open source toolkit for multitarget QSAR modelling	ncordeirfcup/qsar-co-x
10.1186/s13321-022-00587-7	2020-12-03	An initial investigation of accuracy required for the identification of small molecules in complex samples using quantum chemical calculated NMR chemical shifts	
10.1186/s13321-021-00518-y	2020-12-01	A machine learning platform for the discovery of materials	carlyman77/materialsdiscoveryml
10.1186/s13321-021-00514-2	2020-11-21	SANCDB: an update on South African natural compounds and their readily available analogs	
10.1186/s13321-021-00504-4	2020-11-20	Extended similarity indices: the benefits of comparing more than two objects simultaneously. Part 2: speed, consistency, diversity selection	ramirandaq/multiplecomparisons
10.1186/s13321-020-00475-y	2020-11-18	From Big Data to Artificial Intelligence: chemoinformatics meets new challenges	
10.1186/s13321-021-00498-z	2020-11-13	Diversity oriented Deep Reinforcement Learning for targeted molecule generation	larngroup/diversedrl
10.1186/s13321-021-00500-8	2020-11-11	Learning chemistry: exploring the suitability of machine learning for the task of structure-based chemical ontology classification	mglauer/cheleary
10.1186/s13321-021-00574-4	2020-11-10	Exploration and augmentation of pharmacological space via adversarial auto-encoder model for facilitating kinase-centric drug development	xybai-dev/epa
10.1186/s13321-021-00489-0	2020-11-10	Empowering large chemical knowledge bases for exposomics: PubChemLite meets MetFrag	
10.1186/s13321-021-00509-z	2020-11-10	Flame: an open source framework for model development, hosting, and usage in production environments	phi-grib/flame
10.1186/s13321-021-00501-7	2020-11-02	MolFinder: an evolutionary algorithm for the global optimization of molecular properties and the extensive exploration of chemical space using SMILES	duaibeom/molfindergithubrepository
10.1186/s13321-021-00497-0	2020-10-30	Molecular optimization by capturing chemists intuition using deep neural networks	molecularai/deep-molecular-optimization
10.1186/s13321-021-00484-5	2020-10-24	The kernel-weighted local polynomial regression (KwLPR) approach: an efficient, novel tool for development of QSAR/QSAAR toxicity extrapolation models	
10.1186/s13321-021-00488-1	2020-10-21	Structure-aware protein solubility prediction from sequence through graph convolutional network and predicted contact map	jcchan23/graphsol
10.1186/s13321-021-00486-3	2020-10-19	ASFP (Artificial Intelligence based Scoring Function Platform): a web server for the development of customized scoring functions	5age-zhang/asfp
10.1186/s13321-020-00482-z	2020-10-19	Substructure-based neural machine translation for retrosynthetic prediction	knu-chem-lcbc/fragment_based_retrosynthesis
10.1186/s13321-021-00493-4	2020-10-19	Incorporating structural similarity into a scoring function to enhance the prediction of binding affinities	
10.1186/s13321-021-00499-y	2020-10-14	Prediction of activity and selectivity profiles of human Carbonic Anhydrase inhibitors using machine learning classification models	
10.1186/s13321-020-00483-y	2020-10-05	Profiling and analysis of chemical compounds using pointwise mutual information	lich-uct/fip
10.1186/s13321-020-00459-y	2020-09-28	Correction to: The chemfp project	
10.1186/s13321-020-00479-8	2020-09-21	Could graph neural networks learn better molecular representation for drug discovery? A comparison study of descriptor-based and graph-based models	
10.1186/s13321-020-00476-x	2020-09-21	ReactionCode: format for reaction searching, analysis, classification, transform, and encoding/decoding	victoriendelannee/reactioncode
10.1186/s13321-021-00505-3	2020-09-15	Extended similarity indices: the benefits of comparing more than two objects simultaneously. Part 1: Theory and characteristics	ramirandaq/multiplecomparisons
10.1186/s13321-020-00478-9	2020-09-09	COCONUT online: Collection of Open Natural Products database	msorok/naturalproductsonline
10.1186/s13321-021-00507-1	2020-09-07	SMPLIP-Score: predicting ligand binding affinity from simple and interpretable on-the-fly interaction fingerprint pattern descriptors	college-of-pharmacy-gachon-university/smplip-score
10.1186/s13321-021-00524-0	2020-09-04	Ensemble completeness in conformer sampling: the case of small macrocycles	leaseep/mc_ensemblecompletness
10.1186/s13321-021-00495-2	2020-09-03	Hybrid semantic recommender system for chemical compounds in large-scale datasets	lasigebiotm/chemrecsys
10.1186/s13321-021-00503-5	2020-08-23	Development and evaluation of two-parameter linear free energy models for the prediction of human skin permeability coefficient of neutral organic chemicals	
10.1186/s13321-020-00480-1	2020-08-20	MET: a Java package for fast molecule equivalence testing	
10.1186/s13321-020-00457-0	2020-08-05	Neural machine translation of chemical nomenclature between English and Chinese	
10.1186/s13321-020-00473-0	2020-08-02	Memory-assisted reinforcement learning for diverse molecular de novo design	tblaschke/reinvent-memory
10.1186/s13321-020-00470-3	2020-07-30	Predicting in silico electron ionization mass spectra using quantum chemistry	
10.1186/s13321-020-00467-y	2020-07-27	Too sweet: cheminformatics for deglycosylation in natural products	jonasschaub/sugarremoval
10.1186/s13321-020-00466-z	2020-07-22	Chemoinformatics-based enumeration of chemical libraries: a tutorial	
10.1186/s13321-020-00463-2	2020-07-22	Compressed graph representation for scalable molecular graph generation	seokhokang/graphvae_compress
10.1186/s13321-020-00481-0	2020-07-15	ChemSpectra: a web-based spectra editor for analytical data	complat/react-spectra-editor
10.1186/s13321-021-00487-2	2020-07-13	MAIP: a web service for predicting bloodstage malaria inhibitors	flatkinson/standardiser
10.1186/s13321-020-00471-2	2020-07-10	LigGrep: a tool for filtering docked poses to improve virtual-screening hit rates	
10.1186/s13321-020-00465-0	2020-07-07	A review of optical chemical structure recognition tools	kohulan/ocsr_review
10.1186/s13321-020-00474-z	2020-07-06	A ligand-based computational drug repurposing pipeline using KNIME and Programmatic Data Access: case studies for rare diseases and COVID-19	
10.1186/s13321-020-00472-1	2020-07-03	AiZynthFinder: a fast, robust and flexible open-source software for retrosynthetic planning	molecularai/aizynthfinder
10.1186/s13321-020-00448-1	2020-06-29	Adoption of the Citation Typing Ontology by the Journal of Cheminformatics	
10.1186/s13321-020-00477-w	2020-06-19	patRoon: open source software platform for environmental mass spectrometry based non-target screening	rickhelmus/patroon
10.1186/s13321-020-00458-z	2020-06-19	EvoMol: a flexible and interpretable evolutionary algorithm for unbiased de novo molecular generation	jules-leguy/evomol
10.1186/s13321-020-00461-4	2020-06-18	Linking chemical and disease entities to ontologies by integrating PageRank with extracted relations from literature	lasigebiotm/reel
10.1186/s13321-020-00456-1	2020-06-11	An open source chemical structure curation pipeline using RDKit	
10.1186/s13321-020-00469-w	2020-06-11	DECIMER: towards deep learning for chemical image recognition	kohulan/decimer
10.1186/s13321-021-00485-4	2020-06-03	Molecule Set Comparator (MSC): a CDK-based open richclient tool for molecule set similarity evaluations	zielesny/msc
10.1186/s13321-020-00454-3	2020-05-29	DeepGraphMolGen, a multi-objective, computational strategy for generating molecules with desirable properties: a graph convolution and reinforcement learning approach	
10.1186/s13321-020-00452-5	2020-05-24	CompRet: a comprehensive recommendation framework for chemical synthesis planning with algorithmic enumeration	fullswing/compret
10.1186/s13321-020-00464-1	2020-05-20	Predicting target profiles with confidence as a service using docking scores	
10.1186/s13321-020-00451-6	2020-05-17	Intuitive, reproducible high-throughput molecular dynamics in Galaxy: a tutorial	galaxycomputationalchemistry/htmd-paper-sm
10.1186/s13321-021-00506-2	2020-05-08	Analysis of the effects of related fingerprints on molecular similarity using an eigenvalue entropy approach	hkuwahara/chem-fp-lambda-entropy
10.1186/s13321-020-00462-3	2020-04-17	Maximum common property: a new approach for molecular similarity	aantelo00/mcphd
10.1186/s13321-020-00455-2	2020-04-15	spyrmsd: symmetry-corrected RMSD calculations in Python	rmeli/pyrmsd
10.1186/s13321-020-00435-6	2020-02-17	kGCN: a graph-based deep learning framework for chemical structures	clinfo/kgcn
10.1186/s13321-020-00432-9	2020-02-15	MFsiman open Java all-in-one rich-client simulation environment for mesoscopic simulation	zielesny/mfsim
10.1186/s13321-020-0418-8	2020-02-13	Correction to: Interoperable chemical structure search service	
10.1186/s13321-020-00431-w	2020-02-11	CReM: chemically reasonable mutations framework for structure generation	drrdom/crem
10.1186/s13321-020-00424-9	2020-02-04	Review on natural products databases: where to find data in 2020	msorok/coconut
10.1186/s13321-020-00441-8	2020-02-04	SMILES-based deep generative scaffold decorator for de-novo drug design	
10.1186/s13321-020-00429-4	2020-02-03	AutoGrow4: an open-source genetic algorithm for de novo drug design and lead optimization	
10.1186/s13321-020-00439-2	2020-01-31	SYBA: Bayesian estimation of synthetic accessibility of organic compounds	lich-uct/syba
10.1186/s13321-020-00427-6	2020-01-30	SIME: synthetic insight-based macrolide enumerator to generate the V1B library of 1 billion macrolides	
10.1186/s13321-020-00430-x	2020-01-29	Inductive transfer learning for molecular activity prediction: Next-Gen QSAR Models with MolPMoFiT	xinhaoli74/molpmofit
10.1186/s13321-020-00433-8	2020-01-28	The diatomic molecular spectroscopy database	hlslxy/dmsd
10.1186/s13321-019-0406-z	2020-01-20	Learning cheminformatics	
10.1186/s13321-020-00460-5	2020-01-11	Molecular representations in AI-driven drug discovery: a review and practical guide	
10.1186/s13321-020-0416-x	2020-01-09	Visualization of very large high-dimensional data sets as minimum spanning trees	
10.1186/s13321-020-00436-5	2019-12-24	Activity landscape image analysis using convolutional neural networks	
10.1186/s13321-020-00434-7	2019-12-21	Assessing the information content of structural and proteinligand interaction representations for the classification of kinase inhibitor binding modes via machine learning and active learning	
10.1186/s13321-020-00422-x	2019-12-18	KnowTox: pipeline and case study for confident prediction of potential toxic effects of compounds in early phases of development	volkamerlab/knowtox_manuscript_si
10.1186/s13321-020-00468-x	2019-12-13	Structureactivity relationship-based chemical classification of highly imbalanced Tox21 datasets	idakwo/sar_imbalance_smoteenn
10.1186/s13321-020-00438-3	2019-12-10	Quantitative prediction of selectivity between the A1 and A2A adenosine receptors	
10.1186/s13321-020-00440-9	2019-11-20	EDock: blind proteinligand docking by replica-exchange monte carlo simulation	
10.1186/s13321-020-0415-y	2019-11-08	The C++programming language in cheminformatics and computational chemistry	
10.1186/s13321-020-0411-2	2019-11-04	3DStructGen: an interactive web-based 3D structure generation for non-periodic molecule and crystal	
10.1186/s13321-020-00428-5	2019-10-29	Industry-scale application and evaluation of deep learning for drug target prediction	excape-project
10.1186/s13321-019-0401-4	2019-10-19	IntelliPatent: a web-based intelligent system for fast chemical patent claim drafting	
10.1186/s13321-020-0410-3	2019-10-16	Development of Natural Compound Molecular Fingerprint (NC-MFP) with the Dictionary of Natural Products (DNP) for natural product-based drug development	
10.1186/s13321-020-00423-w	2019-10-12	Transformer-CNN: Swiss knife for QSAR modeling and interpretation	bigchem/transformer-cnn
10.1186/s13321-020-0414-z	2019-10-04	A self-attention based message passing neural network for predicting molecular lipophilicity and aqueous solubility	tbwxmu/sampn
10.1186/s13321-019-0388-x	2019-10-04	Reply to Missed opportunities in large scale comparison of QSAR and conformal prediction methods and their applications in drug discovery	
10.1186/s13321-020-00437-4	2019-10-02	Aromatic clusters in proteinprotein and proteindrug complexes	elanzarotti/aromatics
10.1186/s13321-020-00426-7	2019-09-30	Predicting liver cytosol stability of small molecules	
10.1186/s13321-020-00421-y	2019-09-27	ADMET evaluation in drug discovery. 20. Prediction of breast cancer resistance protein inhibition through machine learning	
10.1186/s13321-020-00425-8	2019-09-22	GEN: highly efficient SMILES explorer using autodidactic generative examination networks	ruudfirsa/smiles-gen
10.1186/s13321-020-0412-1	2019-09-21	Craig plot 2.0: an interactive navigation in the substituent bioisosteric space	
10.1186/s13321-019-0407-y	2019-09-17	Building attention and edge message passing neural networks for bioactivity and physicalchemical property prediction	edvardlindelof/graph-neural-networks-for-drug-discovery
10.1186/s13321-019-0397-9	2019-09-13	A de novo molecular generation method using latent vector based generative adversarial network	dierme/latent-gan
10.1186/s13321-019-0396-x	2019-08-29	Efficient learning of non-autoregressive graph variational autoencoders for molecular graph generation	seokhokang/graphvae_approx
10.1186/s13321-020-00420-z	2019-08-26	COVER: conformational oversampling as data augmentation for molecules	pharminfovienna/cover-conformational-oversampling
10.1186/s13321-019-0404-1	2019-08-22	Mol-CycleGAN: a generative model for molecular optimization	ardigen/mol-cycle-gan
10.1186/s13321-019-0394-z	2019-08-22	ACID: a free tool for drug repurposing using consensus inverse docking strategy	fwangccnu/acid
10.1186/s13321-019-0403-2	2019-08-20	CyBy2: a strongly typed, purely functional framework for chemical data management	stefan-hoeck/cyby2
10.1186/s13321-019-0399-7	2019-08-13	HastaLaVista, a web-based user interface for NMR-based untargeted metabolic profiling analysis in biomedical sciences: towards a new publication standard	jwist/hastalavista
10.1186/s13321-020-00443-6	2019-08-07	QSAR-derived affinity fingerprints (part 1): fingerprint construction and modeling performance for similarity searching, bioactivity classification and scaffold hopping	skutac/qaffps
10.1186/s13321-019-0377-0	2019-08-07	Correction to: A new topological descriptor for water network structure	
10.1186/s13321-019-0392-1	2019-08-05	Multi-task learning with a natural metric for quantitative structure activity relationship learning	nsadawi/mtl-qsar
10.1186/s13321-019-0393-0	2019-07-30	Randomized SMILES strings improve the quality of molecular generative models	undeadpixel/reinvent-randomized
10.1186/s13321-019-0391-2	2019-07-26	Datasets chemical diversity limits the generalizability of machine learning predictions	
10.1186/s13321-020-0409-9	2019-07-23	SmartGraph: a network pharmacology investigation platform	ncats/smartgraph_backend
10.1186/s13321-019-0395-y	2019-07-18	A comprehensive analysis of the history of DFT based on the bibliometric method RPYS	
10.1186/s13321-020-0408-x	2019-07-17	Towards reproducible computational drug discovery	
10.1186/s13321-020-00419-6	2019-07-15	Multiobjective de novo drug design with recurrent neural networks and nondominated sorting	jyasonik/moleculemo
10.1186/s13321-019-0385-0	2019-07-10	A path to next-generation reproducibility in cheminformatics	
10.1186/s13321-019-0387-y	2019-06-18	Missed opportunities in large scale comparison of QSAR and conformal prediction methods and their applications in drug discovery	
10.1186/s13321-019-0365-4	2019-06-11	Journal of Cheminformatics, ORCID, and GitHub	
10.1186/s13321-019-0398-8	2019-06-10	The chemfp project	
10.1186/s13321-020-0413-0	2019-06-07	Evaluation of deep and shallow learning methods in chemogenomics for the prediction of drugs specificity	bplaye/nnk_dti
10.1186/s13321-019-0383-2	2019-06-05	SAR and QSAR modeling of a large collection of LD50 rat acute oral toxicity data	
10.1186/s13321-019-0390-3	2019-05-29	Identifying new topoisomerase II poison scaffolds by combining publicly available toxicity data and 2D/3D-based virtual screening	
10.1186/s13321-019-0384-1	2019-05-23	Open-source QSAR models for pKa prediction using multiple machine learning approaches	niehs/opera
10.1186/s13321-019-0402-3	2019-05-12	Learning important features from multi-view data to predict drug side effects	liangxujun/multi-lrsl
10.1186/s13321-019-0375-2	2019-05-05	PUG-View: programmatic access to chemical annotations integrated in PubChem	
10.1186/s13321-019-0378-z	2019-05-03	NaPLeS: a natural products likeness scorerweb application and database	msorok/npdatabasefiller
10.1186/s13321-019-0389-9	2019-04-26	A multiple classifier system identifies novel cannabinoid CB2 receptor ligands	drordas/d2-mcs
10.1186/s13321-019-0353-8	2019-04-17	Correction to: A new semi-automated workflow for chemical data retrieval and quality checking for modeling applications	
10.1186/s13321-019-0373-4	2019-04-02	DLIGAND2: an improved knowledge-based energy function for proteinligand interactions using the distance-scaled, finite, ideal-gas reference state	
10.1186/s13321-019-0372-5	2019-03-30	Fast, efficient fragment-based coordinate generation for Open Babel	n-yoshikawa/ob-fragment-generation
10.1186/s13321-019-0370-7	2019-03-25	Bioactivity-explorer: a web application for interactive visualization and exploration of bioactivity data	jianping-grp/ng-b17r
10.1186/s13321-019-0358-3	2019-03-18	Gypsum-DL: an open-source program for preparing small-molecule libraries for structure-based virtual screening	
10.1186/s13321-019-0361-8	2019-03-07	ErtlFunctionalGroupsFinder: automated rule-based functional group detection with the Chemistry Development Kit (CDK	
10.1186/s13321-019-0380-5	2019-03-04	A general approach for retrosynthetic molecular core analysis	
10.1186/s13321-019-0367-2	2019-02-26	Interoperable chemical structure search service	
10.1186/s13321-019-0382-3	2019-02-25	Flexible heuristic algorithm for automatic molecule fragmentation: application to the UNIFAC group contribution model	simonmb/fragmentation_algorithm_paper
10.1186/s13321-019-0362-7	2019-02-21	DockRMSD: an open-source tool for atom mapping and RMSD calculation of symmetric molecules through graph isomorphism	
10.1186/s13321-019-0364-5	2019-02-19	KekuleScope: prediction of cancer cell line sensitivity and compound potency using convolutional neural networks trained on compound images	
10.1186/s13321-019-0376-1	2019-02-19	Combining structural and bioactivity-based fingerprints improves prediction performance and scaffoldhopping capability	oml90/combining-structural-and-bioactivity-descriptors
10.1186/s13321-019-0381-4	2019-02-04	Machine learning models for hydrogen bond donor and acceptor strengths using large and diverse training data generated by first-principles interaction free energies	
10.1186/s13321-019-0357-4	2019-01-25	Capturing mixture composition: an open machine-readable format for representing mixed substances	
10.1186/s13321-019-0359-2	2019-01-16	An integrated quantitative structure and mechanism of action-activity relationship model of human serum albumin binding	
10.1186/s13321-019-0363-6	2019-01-09	Next generation community assessment of biomedical entity recognition web servers: metrics, performance, interoperability aspects of BeCalm	
10.1186/s13321-019-0350-y	2019-01-08	Methodology of aiQSAR: a group-specific approach to QSAR modelling	
10.1186/s13321-019-0405-0	2019-01-08	The rcdk and cluster R packages applied to drug candidate selection	voicuadr/rclusters
10.1186/s13321-019-0374-3	2019-01-03	Rapid prediction of NMR spectral properties with quantified uncertainty	
10.1186/s13321-019-0348-5	2018-12-20	QligFEP: an automated workflow for small molecule free energy calculations in Q	
10.1186/s13321-019-0351-x	2018-12-19	TeachOpenCADD: a teaching platform for computer-aided drug design using open source packages and data	
10.1186/s13321-019-0400-5	2018-12-14	ChemScanner: extraction and re-use(ability) of chemical information from common scientific documents containing ChemDraw files	
10.1186/s13321-020-0417-9	2018-12-12	Comparison and improvement of the predictability and interpretability with ensemble learning models in QSPR applications	
10.1186/s13321-019-0366-3	2018-12-10	Cheminformatics approach to exploring and modeling trait-associated metabolite profiles	
10.1186/s13321-019-0333-z	2018-12-06	Implementing cheminformatics	
10.1186/s13321-019-0356-5	2018-12-03	Leveraging heterogeneous data from GHS toxicity annotations, molecular and protein target descriptors and Tox21 assay readouts to predict and rationalise acute toxicity	
10.1186/s13321-019-0335-x	2018-12-01	rBAN: retro-biosynthetic analysis of nonribosomal peptides	
10.1186/s13321-018-0322-7	2018-11-23	We were here before the Web and hype: a brief history of and tribute to the Computational Chemistry List	
10.1186/s13321-019-0338-7	2018-11-20	Software solutions for evaluation and visualization of laser ablation inductively coupled plasma mass spectrometry imaging (LA-ICP-MSI) data: a short overview	
10.1186/s13321-019-0336-9	2018-11-20	Dimorphite-DL: an open-source program for enumerating the ionization states of drug-like small molecules	
10.1186/s13321-019-0345-8	2018-11-14	Too many tags spoil the metadata: investigating the knowledge management of scientific research with semantic web technologies	
10.1186/s13321-019-0330-2	2018-11-06	The nature of ligand efficiency	
10.1186/s13321-019-0369-0	2018-11-01	A new topological descriptor for water network structure	
10.1186/s13321-019-0371-6	2018-11-01	Accuracy evaluation and addition of improved dihedral parameters for the MMFF94s	
10.1186/s13321-019-0346-7	2018-10-25	Binding mode information improves fragment docking	
