doi	date	title	github
10.1186/s12859-024-05711-y	2023-10-03	Gbdmr: identifying differentially methylated CpG regions in the human genome via generalized beta regressions	chengzhouwu/gbdmr
10.1186/s12859-024-05729-2	2023-10-02	Deep self-supervised machine learning algorithms with a novel feature elimination and selection approaches for blood test-based multi-dimensional health risks classification	
10.1186/s12859-023-05606-4	2023-09-30	PEPMatch: a tool to identify short peptide sequence matches in large sets of proteins	iedb/pepmatch
10.1186/s12859-024-05795-6	2023-09-29	Exploring combinations of dimensionality reduction, transfer learning, and regularization methods for predicting binary phenotypes with transcriptomic data	
10.1186/s12859-023-05579-4	2023-09-29	scInterpreter: a knowledge-regularized generative model for interpretably integrating scRNA-seq data	
10.1186/s12859-024-05752-3	2023-09-29	biomapp::chip: large-scale motif analysis	jadermcg/biomapp-chip
10.1186/s12859-024-05646-4	2023-09-28	CircNetVis: an interactive web application for visualizing interaction networks of circular RNAs	nghiavtr/circnetvis
10.1186/s12859-024-05845-z	2023-09-28	A strategy to detect metabolic changes induced by exposure to chemicals from large sets of condition-specific metabolic models computed with enumeration techniques	
10.1186/s12859-024-05908-1	2023-09-26	PopMLvis: a tool for analysis and visualization of population structure using genotype data from genome-wide association studies	qcri/qcai-popmlvis
10.1186/s12859-024-05742-5	2023-09-26	Improving somatic exome sequencing performance by biological replicates	
10.1186/s12859-024-05792-9	2023-09-26	AMRViz enables seamless genomics analysis and visualization of antimicrobial resistance	amromics/amrviz
10.1186/s12859-024-05684-y	2023-09-25	A comparison of embedding aggregation strategies in drugtarget interaction prediction	futianfan/deeppurpose_data
10.1186/s12859-024-05717-6	2023-09-22	A clustering procedure for three-way RNA sequencing data using data transformations and matrix-variate Gaussian mixture models	theresascharl/rnaseq_clustering
10.1186/s12859-024-05763-0	2023-09-22	ViroISDC: a method for calling integration sites of hepatitis B virus based on feature encoding	qtazimi/viroisdc
10.1186/s12859-023-05571-y	2023-09-21	CoDock-Ligand: combined template-based docking and CNN-based scoring in ligand binding prediction	
10.1186/s12859-023-05562-z	2023-09-21	DG-Affinity: predicting antigenantibody affinity with language models from sequences	
10.1186/s12859-024-05735-4	2023-09-20	Amplidiff: an optimized amplicon sequencing approach to estimating lineage abundances in viral metagenomes	jaspervb-tud/amplidiff
10.1186/s12859-024-05643-7	2023-09-20	Learning self-supervised molecular representations for drugdrug interaction prediction	srkpa/smrddi
10.1186/s12859-024-05678-w	2023-09-20	Modifying the false discovery rate procedure based on the information theory under arbitrary correlation structure and its performance in high-dimensional genomic data	
10.1186/s12859-024-05673-1	2023-09-20	A supervised learning method for classifying methylation disorders	
10.1186/s12859-024-05700-1	2023-09-19	CNCA aligns small annotated genomes	jnlorenzi/cnca_standalone
10.1186/s12859-024-05913-4	2023-09-18	refMLST: reference-based multilocus sequence typing enables universal bacterial typing	
10.1186/s12859-023-05610-8	2023-09-17	Rendering protein mutation movies with MutAmore	kweissenow/mutamore
10.1186/s12859-024-05869-5	2023-09-16	Distinguishing word identity and sequence context in DNA language models	
10.1186/s12859-023-05626-0	2023-09-15	ReUseData: an R/Bioconductor tool for reusable and reproducible genomic data management	
10.1186/s12859-024-05751-4	2023-09-15	Inference of genomic landscapes using ordered Hidden Markov Models with emission densities (oHMMed	lynettecaitlin/ohmmed
10.1186/s12859-024-05652-6	2023-09-14	Clustering on hierarchical heterogeneous data with prior pairwise relationships	
10.1186/s12859-024-05856-w	2023-09-14	A permutable MLP-like architecture for disease prediction from gut metagenomic data	ansjiang/metap
10.1186/s12859-024-05814-6	2023-09-14	Improving replicability in single-cell RNA-Seq cell type discovery with Dune	hectorrdb/dune_paper
10.1186/s12859-023-05618-0	2023-09-13	GPDRP: a multimodal framework for drug response prediction with graph transformer	yyk124/gpdrp
10.1186/s12859-024-05739-0	2023-09-13	Cell4D: a general purpose spatial stochastic simulator for cellular pathways	parkinsonlab/cell4d
10.1186/s12859-023-05559-8	2023-09-13	Role of environmental specificity in CASP results	katarzynastapor/fodmodel
10.1186/s12859-024-05671-3	2023-09-13	CCL-DTI: contributing the contrastive loss in drugtarget interaction prediction	dehghan1401/ccl-dti
10.1186/s12859-024-05803-9	2023-09-13	OMD Curation Toolkit: a workflow for in-house curation of public omics datasets	tbcgit/omdctk
10.1186/s12859-023-05566-9	2023-09-12	PMFFRC: a large-scale genomic short reads compression optimizer via memory modeling and redundant clustering	fahaihi/pmffrc
10.1186/s12859-023-05580-x	2023-09-12	Lokatt: a hybrid DNA nanopore basecaller with an explicit duration hidden Markov model and a residual LSTM network	
10.1186/s12859-024-05681-1	2023-09-12	MAC-ErrorReads: machine learning-assisted classifier for filtering erroneous NGS reads	amirasamy95/mac-errorreads
10.1186/s12859-023-05629-x	2023-09-07	MHESMMR: a multilevel model for predicting the regulation of miRNAs expression by small molecules	heath0
10.1186/s12859-024-06013-z	2023-09-07	AEGAN-Pathifier: a data augmentation method to improve cancer classification for imbalanced gene expression data	dragon-wyl/aegan-pathifier
10.1186/s12859-024-05637-5	2023-09-07	Tpgen: a language model for stable protein design with a specific topology structure	
10.1186/s12859-023-05619-z	2023-09-04	Fractal feature selection model for enhancing high-dimensional biological problems	
10.1186/s12859-024-05863-x	2023-09-04	Identifying vital nodes for yeast network by dynamic network entropy	huazi8112/dne
10.1186/s12859-023-05578-5	2023-08-30	pyComBat, a Python tool for batch effects correction in high-throughput molecular data using empirical Bayes methods	
10.1186/s12859-023-05596-3	2023-08-30	Performance analysis of conventional and AI-based variant callers using short and long reads	omar-abd-elwahab/variant_callers
10.1186/s12859-024-05662-4	2023-08-29	Exploring gene-patient association to identify personalized cancer driver genes by linear neighborhood propagation	hyr0771/lpdriver
10.1186/s12859-023-05599-0	2023-08-28	ICON-GEMs: integration of co-expression network in genome-scale metabolic models, shedding light through systems biology	thummaratpaklao/icom-gems
10.1186/s12859-024-05859-7	2023-08-27	AFITbin: a metagenomic contig binning method using aggregate l-mer frequency based on initial and terminal nucleotides	sayehsobhani/afitbin
10.1186/s12859-024-05880-w	2023-08-25	scMaui: a widely applicable deep learning framework for single-cell multiomics integration in the presence of batch effects and missing data	
10.1186/s12859-023-05550-3	2023-08-24	Relating mutational signature exposures to clinical data in cancers via signeR 2.0	
10.1186/s12859-023-05577-6	2023-08-24	AptaTrans: a deep neural network for predicting aptamer-protein interaction using pretrained encoders	pnumlb/aptatrans
10.1186/s12859-023-05547-y	2023-08-23	Predicting active enhancers with DNA methylation and histone modification	tracyhit/erna_predict
10.1186/s12859-024-05754-1	2023-08-23	Deepvirusclassifier: a deep learning tool for classifying SARS-CoV-2 based on viral subtypes within the coronaviridae family	
10.1186/s12859-023-05522-7	2023-08-20	disperseNN2: a neural network for estimating dispersal distance from georeferenced polymorphism data	kr-colab/dispersenn2
10.1186/s12859-024-05736-3	2023-08-18	Control of false discoveries in grouped hypothesis testing for eQTL data	
10.1186/s12859-023-05605-5	2023-08-18	A novel and innovative cancer classification framework through a consecutive utilization of hybrid feature selection	
10.1186/s12859-023-05603-7	2023-08-17	A score-based method of immune status evaluation for healthy individuals with complete blood cell counts	zhangbeibei-min/immune-status-assessment
10.1186/s12859-024-05767-w	2023-08-16	Multi-class boosting for the analysis of multiple incomplete views on microbiome data	andreamsbios/multi-class-boosting-for-the-analysis-of-multiple-incomplete-views-on-microbiome-data
10.1186/s12859-024-05693-x	2023-08-15	GPAD: a natural language processing-based application to extract the gene-disease association discovery information from OMIM	mtg-lab/gpad
10.1186/s12859-024-05779-6	2023-08-14	Improvements in viral gene annotation using large language models and soft alignments	
10.1186/s12859-024-05798-3	2023-08-12	Semi-quantitative group testing for efficient and accurate qPCR screening of pathogens with a wide range of loads	maslov-group/sqgt
10.1186/s12859-024-05891-7	2023-08-10	BEROLECMI: a novel prediction method to infer circRNA-miRNA interaction from the role definition of molecular attributes and biological networks	1axin/berolecmi
10.1186/s12859-023-05508-5	2023-08-10	Multilayer network alignment based on topological assessment via embeddings	pietrocinaglia/danteml
10.1186/s12859-023-05588-3	2023-08-08	PhyloSophos: a high-throughput scientific name mapping algorithm augmented with explicit consideration of taxonomic science, and its application on natural product (NP) occurrence database processing	mhcho4096/phylosophos
10.1186/s12859-024-05846-y	2023-08-08	Entourage: all-in-one sequence analysis software for genome assembly, virus detection, virus discovery, and intrasample variation profiling	
10.1186/s12859-023-05594-5	2023-08-08	DL-PPI: a method on prediction of sequenced proteinprotein interaction based on deep learning	wubofu/dl-ppi
10.1186/s12859-024-05685-x	2023-08-08	MRMPro: a web-based tool to improve the speed of manual calibration for multiple reaction monitoring data analysis by mass spectrometry	csi-studio/mrmpro-doc
10.1186/s12859-024-05640-w	2023-08-07	PoMeLo: a systematic computational approach to predicting metabolic loss in pathogen genomes	czbiohub-sf/pomelo
10.1186/s12859-023-05546-z	2023-08-07	cytoviewer: an R/Bioconductor package for interactive visualization and exploration of highly multiplexed imaging data	
10.1186/s12859-023-05600-w	2023-08-07	An oscillating reaction network with an exact closed form solution in the time domain	modelengineering/oscillators
10.1186/s12859-024-05748-z	2023-08-07	MultiToxPred 1.0: a novel comprehensive tool for predicting 27 classes of protein toxins using an ensemble machine learning approach	jfbldevs/multitoxpred
10.1186/s12859-023-05558-9	2023-08-04	Mdwgan-gp: data augmentation for gene expression data based on multiple discriminator WGAN-GP	lryup/mdwgan-gp
10.1186/s12859-023-05601-9	2023-08-04	BioEGRE: a linguistic topology enhanced method for biomedical relation extraction based on BioELECTRA and graph pointer neural network	zxw1995shawn/bioegre
10.1186/s12859-023-05513-8	2023-08-03	lifex-ep: a robust and efficient software for cardiac electrophysiology simulations	
10.1186/s12859-024-05688-8	2023-08-03	kalis: a modern implementation of the Li & Stephens model for local ancestry inference in R	louisaslett/kalis
10.1186/s12859-024-05768-9	2023-08-02	Mora: abundance aware metagenomic read re-assignment for disentangling similar strains	afzheng126/mora
10.1186/s12859-023-05431-9	2023-08-02	Correction: Automatic disease prediction from human gut metagenomic data using boosting GraphSAGE	
10.1186/s12859-024-05883-7	2023-08-02	A comparative analysis of mutual information methods for pairwise relationship detection in metagenomic data	dallacef/mi-benchmark
10.1186/s12859-024-05686-w	2023-07-31	Analyzing postprandial metabolomics data using multiway models: a simulation study	lu-source/project-of-challenge-test-data
10.1186/s12859-024-05952-x	2023-07-31	Managing false positives during detection of pathogen sequences in shotgun metagenomics datasets	lmbradford/salmdetectpipeline
10.1186/s12859-024-05702-z	2023-07-28	QNetDiff: a quantitative measurement of network rewiring	discretealgorithms/qnetdiff
10.1186/s12859-023-05533-4	2023-07-28	Picky with peakpicking: assessing chromatographic peak quality with simple metrics in metabolomics	wkumler/ms_metrics
10.1186/s12859-023-05545-0	2023-07-28	Ab initio protein structure prediction: the necessary presence of external force field as it is delivered by Hsp40 chaperone	katarzynastapor/fodmodel
10.1186/s12859-024-05728-3	2023-07-28	Machine learning on alignment features for parent-of-origin classification of simulated hybrid RNA-seq	
10.1186/s12859-024-05694-w	2023-07-26	Control-FREEC viewer: a tool for the visualization and exploration of copy number variation data	
10.1186/s12859-023-05572-x	2023-07-25	A novel efficient drug repurposing framework through drug-disease association data integration using convolutional neural networks	
10.1186/s12859-023-05590-9	2023-07-24	SingleScan: a comprehensive resource for single-cell sequencing data processing and mining	
10.1186/s12859-024-05932-1	2023-07-22	LOCC: a novel visualization and scoring of cutoffs for continuous variables with hepatocellular carcinoma prognosis as an example	gluo30/locc
10.1186/s12859-023-05469-9	2023-07-20	DeepCAC: a deep learning approach on DNA transcription factors classification based on multi-head self-attention and concatenate convolutional neural network	p-koo/learning_sequence_motifs
10.1186/s12859-023-05535-2	2023-07-17	PathExpSurv: pathway expansion for explainable survival analysis and disease gene discovery	wu-lab/pathexpsurv
10.1186/s12859-023-05534-3	2023-07-17	RUBic: rapid unsupervised biclustering	
10.1186/s12859-023-05564-x	2023-07-15	GraphTar: applying word2vec and graph neural networks to miRNA target prediction	
10.1186/s12859-023-05627-z	2023-07-15	PASTRY: achieving balanced power for detecting risk and protective minor alleles in meta-analysis of association studies with overlapping subjects	hanlab-snu/pastry
10.1186/s12859-024-05632-w	2023-07-15	Robustness evaluations of pathway activity inference methods on gene expression data	
10.1186/s12859-023-05536-1	2023-07-15	LncRNAprotein interaction prediction with reweighted feature selection	
10.1186/s12859-024-05666-0	2023-07-14	Multi-label classification with XGBoost for metabolic pathway prediction	hyunwhanjoe/mlxgpr
10.1186/s12859-023-05514-7	2023-07-12	MSXFGP: combining improved sparrow search algorithm with XGBoost for enhanced genomic prediction	dibreeding/msxfgp
10.1186/s12859-024-05756-z	2023-07-11	COSAP: Comparative Sequencing Analysis Platform	mbaysanlab/cosap
10.1186/s12859-024-05837-z	2023-07-11	METASEED: a novel approach to full-length 16S rRNA gene reconstruction from short read data	melcyphilip/metaseed
10.1186/s12859-023-05551-2	2023-07-10	A novel two-way rebalancing strategy for identifying carbonylation sites	crazymage313/carsite_agan
10.1186/s12859-023-05557-w	2023-07-10	Hybrid deep learning approach to improve classification of low-volume high-dimensional data	tarunsharma87/sentiment-analysis-python
10.1186/s12859-024-05703-y	2023-07-08	SNVstory: inferring genetic ancestry from genome sequencing data	nch-igm/snvstory
10.1186/s12859-024-05644-6	2023-07-07	DNI-MDCAP: improvement of causal MiRNA-disease association prediction based on deep network imputation	zhouqoiii/dni-mdcap
10.1186/s12859-023-05507-6	2023-07-06	Network-based prediction approach for cancer-specific driver missense mutations using a graph neural network	clinfo/net-dmpred
10.1186/s12859-024-05834-2	2023-07-06	Leveraging permutation testing to assess confidence in positive-unlabeled learning applied to high-dimensional biological datasets	ackermanlab/xu_et_al_pupermutation
10.1186/s12859-023-05540-5	2023-07-06	Biomarker detection using corrected degree of domesticity in hybrid social network feature selection for improving classifier performance	ygmrzngn/snfs
10.1186/s12859-023-05525-4	2023-07-05	G-Aligner: a graph-based feature alignment method for untargeted LCMS-based metabolomics	
10.1186/s12859-023-05574-9	2023-07-05	Biocaiv: an integrative webserver for motif-based clustering analysis and interactive visualization of biological networks	
10.1186/s12859-023-05490-y	2023-07-05	Sctensor detects many-to-many cellcell interactions from single cell RNA-sequencing data	
10.1186/s12859-023-05503-w	2023-07-05	CurvAGN: Curvature-based Adaptive Graph Neural Networks for Predicting Protein-Ligand Binding Affinity	
10.1186/s12859-023-05479-7	2023-07-04	DrugRep-HeSiaGraph: when heterogenous siamese neural network meets knowledge graphs for drug repurposing	cbrc-lab/drugrep-hesiagraph
10.1186/s12859-024-05699-5	2023-07-03	Protein embedding based alignment	mgtools/peba
10.1186/s12859-024-05954-9	2023-07-03	repDilPCR: a tool for automated analysis of qPCR assays by the dilution-replicate method	deyanyosifov/repdilpcr
10.1186/s12859-024-05741-6	2023-07-02	A non-negative spike-and-slab lasso generalized linear stacking prediction modeling method for high-dimensional omics data	jasonlnzi/a-non-negative-spike-and-slab-lasso-generalized-linear-stacking-model
10.1186/s12859-023-05560-1	2023-06-30	MiREx: mRNA levels prediction from gene sequence and miRNA target knowledge	
10.1186/s12859-024-05893-5	2023-06-30	Drug repositioning based on residual attention network and free multiscale adversarial training	ghli16/rafgae
10.1186/s12859-023-05504-9	2023-06-30	Asterics: a simple tool for the ExploRation and Integration of omiCS data	
10.1186/s12859-024-05665-1	2023-06-29	PredictEFC: a fast and efficient multi-label classifier for predicting enzyme family classes	
10.1186/s12859-023-05593-6	2023-06-29	Advancing drugtarget interaction prediction: a comprehensive graph-based approach integrating knowledge graph embedding and ProtBert pretraining	
10.1186/s12859-023-05608-2	2023-06-28	Cellstitch: 3D cellular anisotropic image segmentation via optimal transport	imyiningliu/cellstitch
10.1186/s12859-023-05487-7	2023-06-24	Fuzzy optimization for identifying antiviral targets for treating SARS-CoV-2 infection in the heart	
10.1186/s12859-024-05802-w	2023-06-23	CAREx: context-aware read extension of paired-end sequencing data	fkallen/carex
10.1186/s12859-024-05855-x	2023-06-22	TopoDoE: a design of experiment strategy for selection and refinement in ensembles of executable gene regulatory networks	vidium/topodoe
10.1186/s12859-024-05655-3	2023-06-21	Flux sampling in genome-scale metabolic modeling of microbial communities	finleylabusc/fluxsampling_metabolicinteractions
10.1186/s12859-023-05485-9	2023-06-20	Prediction of plant secondary metabolic pathways using deep transfer learning	ucasaccn/psmpp
10.1186/s12859-024-05938-9	2023-06-19	Using flux theory in dynamic omics data sets to identify differentially changing signals using DPoP	
10.1186/s12859-024-05659-z	2023-06-19	Anchor Clustering for million-scale immune repertoire sequencing data	skylerchang/anchor_clustering_nt
10.1186/s12859-024-06023-x	2023-06-15	A metric and its derived protein network for evaluation of ortholog database inconsistency	fanglabnyu/protdc
10.1186/s12859-023-05453-3	2023-06-13	EDST: a decision stump based ensemble algorithm for synergistic drug combination prediction	chenjing13/edst
10.1186/s12859-023-05553-0	2023-06-13	Improved quality metrics for association and reproducibility in chromatin accessibility data using mutual information	slur-m-py/atac-seq_simulation
10.1186/s12859-024-05776-9	2023-06-13	HBeeID: a molecular tool that identifies honey bee subspecies from different geographic populations	taoyudong/hbeeid
10.1186/s12859-023-05542-3	2023-06-10	Raman spectroscopy-based prediction of ofloxacin concentration in solution using a novel loss function and an improved GA-CNN model	mchyu/novel-loss-function-and-an-improved-ga-cnn
10.1186/s12859-023-05489-5	2023-06-08	Fast and sensitive validation of fusion transcripts in whole-genome sequencing data	volundurh/wgs_fusion_pipeline
10.1186/s12859-023-05595-4	2023-06-07	PWSC: a novel clustering method based on polynomial weight-adjusted sparse clustering for sparse biomedical data and its application in cancer subtyping	
10.1186/s12859-023-05434-6	2023-06-07	Boosting variant-calling performance with multi-platform sequencing data using Clair3-MP	hku-bal/clair3-mpoperating
10.1186/s12859-023-05451-5	2023-06-07	A knowledge graph approach to predict and interpret disease-causing gene interactions	oligogenic/arbock
10.1186/s12859-024-05650-8	2023-06-07	Fast computation of the eigensystem of genomic similarity matrices	
10.1186/s12859-023-05609-1	2023-06-05	primerJinn: a tool for rationally designing multiplex PCR primer sets for amplicon sequencing and performing in silico PCR	semiquant/primerjinn
10.1186/s12859-023-05466-y	2023-06-02	Rinmaker: a fast, versatile and reliable tool to determine residue interaction networks in proteins	rinmaker
10.1186/s12859-023-05473-z	2023-06-02	ECL 3.0: a sensitive peptide identification tool for cross-linking mass spectrometry data analysis	yuweichuan/ecl-pf
10.1186/s12859-023-05359-0	2023-06-01	Correction: Deep learning model integrating positron emission tomography and clinical data for prognosis prediction in non-small cell lung cancer patients	
10.1186/s12859-024-05744-3	2023-06-01	DPI_CDF: druggable protein identifier using cascade deep forest	muhammad-arif-nust/dpi_cdf
10.1186/s12859-023-05585-6	2023-05-31	Twnbiome: a public database of the healthy Taiwanese gut microbiome	
10.1186/s12859-023-05357-2	2023-05-31	Correction: Model performance and interpretability of semi-supervised generative adversarial networks to predict oncogenic variants with unlabeled data	
10.1186/s12859-023-05358-1	2023-05-31	Correction: On triangle inequalities of correlation-based distances for gene expression profiles	
10.1186/s12859-024-05796-5	2023-05-31	Cold Spot SCANNER: Colab Notebook for predicting cold spots in proteinprotein interfaces	sagagugit/cold-spot-scanner
10.1186/s12859-024-05731-8	2023-05-30	Multiple phenotype association tests based on sliced inverse regression	
10.1186/s12859-024-05701-0	2023-05-29	PRFect: a tool to predict programmed ribosomal frameshifts in prokaryotic and viral genomes	deprekate/prfect
10.1186/s12859-024-05661-5	2023-05-29	123VCF: an intuitive and efficient tool for filtering VCF files	
10.1186/s12859-023-05587-4	2023-05-29	G-bic: generating synthetic benchmarks for biclustering	jplobo1313/g-bic
10.1186/s12859-024-05813-7	2023-05-28	LinG3D: visualizing the spatio-temporal dynamics of clonal evolution	rejniaklab/ling3d
10.1186/s12859-023-05470-2	2023-05-27	Critical assessment of on-premise approaches to scalable genome analysis	
10.1186/s12859-024-05730-9	2023-05-26	MetaTron: advancing biomedical annotation empowering relation annotation and collaboration	gdamining/metatron
10.1186/s12859-023-05492-w	2023-05-25	HoCoRT: host contamination removal tool	ignasrum/hocort-eval
10.1186/s12859-024-05733-6	2023-05-25	HIPPO: HIstogram-based Pseudo-POtential for scoring protein-ssRNA fragment-based docking poses	annakravchenko/hippo
10.1186/s12859-023-05497-5	2023-05-25	DGDTA: dynamic graph attention network for predicting drugtarget binding affinity	thinng/graphdta
10.1186/s12859-023-05539-y	2023-05-24	Serial KinderMiner (SKiM) discovers and annotates biomedical knowledge using co-occurrence and transformer models	
10.1186/s12859-024-05645-5	2023-05-24	Proformer: a hybrid macaron transformer model predicts expression values from promoter sequences	gongx030/dream_pge
10.1186/s12859-024-05679-9	2023-05-22	Interpretable deep learning methods for multiview learning	lasandrall/ideepviewlearn
10.1186/s12859-023-05488-6	2023-05-22	An effective correlation-based data modeling framework for automatic diabetes prediction using machine and deep learning techniques	
10.1186/s12859-023-05411-z	2023-05-22	Leveraging pre-trained language models for mining microbiome-disease relationships	
10.1186/s12859-024-05634-8	2023-05-21	Comparative analysis of metagenomic classifiers for long-read sequencing datasets	lbcb-sci/metagenomicsbenchmark
10.1186/s12859-023-05456-0	2023-05-21	IHCP: interpretable hepatitis C prediction system based on black-box machine learning models	xiqianlu/ihcp
10.1186/s12859-023-05584-7	2023-05-18	Detection for melanoma skin cancer through ACCF, BPPF, and CLF techniques with machine learning approach	
10.1186/s12859-024-05676-y	2023-05-18	vissE: a versatile tool to identify and visualise higher-order molecular phenotypes from functional enrichment analysis	
10.1186/s12859-023-05491-x	2023-05-16	PRMxAI: protein arginine methylation sites prediction based on amino acid spatial distribution using explainable artificial intelligence	
10.1186/s12859-024-05747-0	2023-05-15	Machine learning based DNA melt curve profiling enables automated novel genotype detection	
10.1186/s12859-023-05475-x	2023-05-13	Identification of plant vacuole proteins by using graph neural network and contact maps	rostlab/seqvec
10.1186/s12859-023-05460-4	2023-05-11	SubMDTA: drug target affinity prediction based on substructure extraction and multi-scale features	1q84er/submdta
10.1186/s12859-023-05455-1	2023-05-10	Prediction of the effects of small molecules on the gut microbiome using machine learning method integrating with optimal molecular features	
10.1186/s12859-023-05506-7	2023-05-09	Genome-scale metabolic models reveal determinants of phenotypic differences in non-Saccharomyces yeasts	
10.1186/s12859-023-05537-0	2023-05-08	Statistical modeling to quantify the uncertainty of FoldX-predicted protein folding and binding stability	yesols/foldx_uncertainty
10.1186/s12859-023-05527-2	2023-05-06	EasyCGTree: a pipeline for prokaryotic phylogenomic analysis based on core gene sets	zdf1987/easycgtree4
10.1186/s12859-023-05624-2	2023-05-06	IgMAT: immunoglobulin sequence multi-species annotation tool for any species including those with incomplete antibody annotation or unusual characteristics	
10.1186/s12859-024-05689-7	2023-05-06	Differential network connectivity analysis for microbiome data adjusted for clinical covariates using jackknife pseudo-values	zdk123/spieceasi
10.1186/s12859-023-05313-0	2023-05-05	Correction: Reverse engineering environmental metatranscriptomes clarifies best practices for eukaryotic assembly	
10.1186/s12859-024-05914-3	2023-05-04	PCP-GC-LM: single-sequence-based protein contact prediction using dual graph convolutional neural network and convolutional neural network	619yong/pcp-gc-lm
10.1186/s12859-024-05631-x	2023-05-02	SperMD: the expression atlas of sperm maturation	
10.1186/s12859-023-05471-1	2023-04-29	Scellpam: an R package/C++ library to perform parallel partitioning around medoids on scRNAseq data sets	
10.1186/s12859-024-05743-4	2023-04-28	OmicNavigator: open-source software for the exploration, visualization, and archival of omic studies	abbvie-external/omicnavigator
10.1186/s12859-023-05467-x	2023-04-27	Optimizing diabetes classification with a machine learning-based framework	
10.1186/s12859-024-05848-w	2023-04-26	SGCP: a spectral self-learning method for clustering genes in co-expression networks	na396/sgcp
10.1186/s12859-023-05443-5	2023-04-25	A novel hybrid model to predict concomitant diseases for Hashimotos thyroiditis	
10.1186/s12859-024-05649-1	2023-04-24	MSCAN: multi-scale self- and cross-attention network for RNA methylation site prediction	
10.1186/s12859-023-05597-2	2023-04-24	A compressed large language model embedding dataset of ICD 10 CM descriptions	kaneplusplus/icd-10-cm-embedding
10.1186/s12859-023-05602-8	2023-04-24	ORFeus: a computational method to detect programmed ribosomal frameshifts and other non-canonical translation events	morichardson/orfeus
10.1186/s12859-023-05524-5	2023-04-21	Predicting anticancer synergistic drug combinations based on multi-task learning	tojsse-idata/mtlsynergy
10.1186/s12859-023-05442-6	2023-04-21	rBahadur: efficient simulation of structured high-dimensional genotype data with applications to assortative mating	
10.1186/s12859-023-05573-w	2023-04-20	Transformer-based tool recommendation system in Galaxy	anuprulez/galaxy_tool_recommendation_transformers
10.1186/s12859-023-05532-5	2023-04-20	Comparative Study of Single-stranded Oligonucleotides Secondary Structure Prediction Tools	
10.1186/s12859-023-05435-5	2023-04-20	Automatically transferring supervised targets method for segmenting lung lesion regions with CT imaging	
10.1186/s12859-023-05616-2	2023-04-20	LooplessFluxSampler: an efficient toolbox for sampling the loopless flux solution space of metabolic models	sysbioenglab/looplessfluxsampler
10.1186/s12859-023-05474-y	2023-04-20	HAHNet: a convolutional neural network for HER2 status classification of breast cancer	
10.1186/s12859-023-05449-z	2023-04-18	Galba: genome annotation with miniprot and AUGUSTUS	katharinahoff/galba-data
10.1186/s12859-023-05495-7	2023-04-18	A heterogeneous graph convolutional attention network method for classification of autism spectrum disorder	
10.1186/s12859-023-05276-2	2023-04-18	Correction: MSLP: mRNA subcellular localization predictor based onmachine learning techniques	
10.1186/s12859-023-05586-5	2023-04-18	Prop3D: A flexible, Python-based platform for machine learning with protein structural properties and biophysical data	bouralab/prop3d
10.1186/s12859-023-05529-0	2023-04-18	Hierarchical classification-based pan-cancer methylation analysis to classify primary cancer	yyp1999/cancer-hierarchical-classification-tool
10.1186/s12859-023-05518-3	2023-04-17	Multimodal hybrid convolutional neural network based brain tumor grade classification	
10.1186/s12859-023-05369-y	2023-04-17	Deep learning-based classification model for GPR151 activator activity prediction	xuhuangchao/gpr151_activity_prediction
10.1186/s12859-024-05758-x	2023-04-17	Slideflow: deep learning for digital histopathology with real-time whole-slide visualization	jamesdolezal/slideflow
10.1186/s12859-024-05680-2	2023-04-15	Designing and delivering bioinformatics project-based learning in East Africa	eanbit-rt
10.1186/s12859-023-05370-5	2023-04-14	3DVizSNP: a tool for rapidly visualizing missense mutations identified in high throughput experiments in iCn3D	cbiit-cgbb/3dvizsnp
10.1186/s12859-023-05483-x	2023-04-14	Reply: Correspondence on NanoVars performance outlined by Jiang T. et al. in Long-read sequencing settings for efficient structural variation detection based on comprehensive evaluation	sqliu-youyou/the-commands-of-the-evaluation
10.1186/s12859-023-05399-6	2023-04-13	Multiomics data analyses to identify SLC25A17 as a novel biomarker to predict the prognosis and immune microenvironment in head and neck squamous cell carcinoma	
10.1186/s12859-023-05457-z	2023-04-12	Acorn: an R package for de novo variant analysis	tnturnerlab/acorn
10.1186/s12859-023-05421-x	2023-04-11	StackTTCA: a stacking ensemble learning-based framework for accurate and high-throughput identification of tumor T cell antigens	
10.1186/s12859-024-05638-4	2023-04-11	DiCleave: a deep learning model for predicting human Dicer cleavage sites	mguard0303/dicleave
10.1186/s12859-024-05943-y	2023-04-10	Efficient and low-complexity variable-to-variable length coding for DNA storage	gyfbianhuanyun/dna_storage_channel_codec
10.1186/s12859-024-05633-9	2023-04-10	The effect of data balancing approaches on the prediction of metabolic syndrome using non-invasive parameters based on random forest	
10.1186/s12859-023-05387-w	2023-04-10	VGAEDTI: drug-target interaction prediction based on variational inference and graph autoencoder	fengyinfei/vgaedti
10.1186/s12859-024-05697-7	2023-04-09	Fasta2Structure: a user-friendly tool for converting multiple aligned FASTA files to STRUCTURE format	adambessa/fasta2structure
10.1186/s12859-023-05413-x	2023-04-08	Enhancing drug property prediction with dual-channel transfer learning based on molecular fragment	deepchem/deepchem
10.1186/s12859-023-05583-8	2023-04-08	A seed expansion-based method to identify essential proteins by integrating proteinprotein interaction sub-networks and multiple biological characteristics	zhaohe555/sesn
10.1186/s12859-023-05496-6	2023-04-08	Graph regularized non-negative matrix factorization with  norm regularization terms for drugtarget interactions prediction	zhang340jj/ipalm-dlmf
