journal	owner	name	language	license_name	has_zenodo	has_setup	has_installation_docs	has_issues	is_fork	is_formatted	is_linted	pyroma_score	commit	branch	date	readme_type	reference	title	github	has_github	year	license_status	has_known_license	package_status	has_loose_root_scripts
JMLR	zongyi-li	graph-pde	Python	MIT	False	False	False	True	False	False	False	-1.0	08ab9d8f8e9d1a6d95017a6f803a53d8a603e66e	master	2023-01-01	markdown	jmlr:24/21-1524	Neural Operator: Learning Maps Between Function Spaces With Applications to PDEs	zongyi-li/graph-pde	True	2023	Present	True	False	False
JMLR	Ripser	ripser	C++	MIT	False	False	False	True	False	True	True	-1.0	01add51ff64aaf40889483260cc5c3b7d0f2a1e7	master	2023-01-01	markdown	jmlr:24/21-1526	Outlier-Robust Subsampling Techniques for Persistent Homology	Ripser/ripser	True	2023	Present	True	False	False
JMLR															2023-01-01		jmlr:24/21-1526	Outlier-Robust Subsampling Techniques for Persistent Homology	stolzbernadette/Outlier-robust-subsampling-techniques-f	True	2023	No License	False		False
JMLR															2023-01-01		jmlr:24/22-0044	Decentralized Learning: Theoretical Optimality and Practical Improvements	facebookarchive/fb.resnet	True	2023	No License	False		False
JMLR															2023-01-01		jmlr:24/22-0214	Statistical Inference for Noisy Incomplete Binary Matrix	Austinlccvic/A-Note-on-	True	2023	No License	False		False
JMLR	tufts-ml	Graph-Generation-MLE	Python		False	True	False	True	False	False	False	-1.0	7d8452648e1834827527ab08688447148f11f42a	main	2023-01-01	markdown	jmlr:24/22-0337	Fitting Autoregressive Graph Generative Models through Maximum Likelihood Estimation	tufts-ml/Graph-Generation-MLE	True	2023	No License	False	False	True
JMLR	SMILELab-FL	FedLab	Jupyter Notebook	Apache-2.0	False	True	False	True	False	False	False	8.0	b9faf9ac842af7cb590afbdf465cccadbe7368f1	master	2023-01-01	markdown	jmlr:24/22-0440	FedLab: A Flexible Federated Learning Framework	SMILELab-FL/FedLab	True	2023	Present	True	True	True
JMLR	baharefatemi	ReAlE	Python	MIT	False	False	False	True	False	False	False	-1.0	9a9d5b8051c5f7c0c706d6920a5b2ae281302812	master	2023-01-01	markdown	jmlr:24/22-063	Knowledge Hypergraph Embedding Meets Relational Algebra	baharefatemi/ReAlE	True	2023	Present	True	False	True
JMLR	ElementAI	HypE	Python		False	False	False	True	False	False	False	-1.0	2fecf70ecc312ded4cc3f2539e34b41436a2a5a0	master	2023-01-01	markdown	jmlr:24/22-063	Knowledge Hypergraph Embedding Meets Relational Algebra	ElementAI/HypE	True	2023	No License	False	False	True
JMLR	wenjf	multi-relational_learning	C++		False	False	False	True	False	True	True	-1.0	22aa99a8f045c5f24840ee3422b1823c0a3a76ee	master	2023-01-01		jmlr:24/22-063	Knowledge Hypergraph Embedding Meets Relational Algebra	wenjf/multi-relational_learning	True	2023	No License	False	False	False
JMLR	ralphabb	BoxE	Python		False	False	False	True	False	False	True	-1.0	584c83bb42817c67df0f70c52898aacfc916af19	master	2023-01-01	markdown	jmlr:24/22-063	Knowledge Hypergraph Embedding Meets Relational Algebra	ralphabb/BoxE	True	2023	No License	False	False	True
JMLR	MiSpitieris	BC-with-PI-priors	HTML	MIT	False	False	False	True	False	True	True	-1.0	4c1f4ddb2e422ac146eedda22bc5e1c51ef91e8d	main	2023-01-01	markdown	jmlr:24/22-0676	Bayesian Calibration of Imperfect Computer Models using Physics-Informed Priors	MiSpitieris/BC-with-PI-priors	True	2023	Present	True	False	False
JMLR	weichiyao	ScalarEMLP	Python	MIT	False	True	False	False	False	False	False	9.0	dda23f55f5372c05d53d67876f4b4e555ee4ba50	main	2023-01-01	markdown	jmlr:24/22-0680	Dimensionless machine learning: Imposing exact units equivariance	weichiyao/ScalarEMLP	True	2023	Present	True	True	False
JMLR															2023-01-01		jmlr:24/22-0689	A General Theory for Federated Optimization with Asynchronous and Heterogeneous Clients Updates	Accenture/Labs-Federated-Learning	True	2023	No License	False		False
JMLR	MartijnGosgens	hyperspherical_community_detection	Python	Apache-2.0	False	False	False	True	False	False	False	-1.0	73e6e6e3c9b0239a1fa7d42b96226e24f8f235e9	main	2023-01-01	markdown	jmlr:24/22-0744	The Hyperspherical Geometry of Community Detection: Modularity as a Distance	MartijnGosgens/hyperspherical_community_detection	True	2023	Present	True	False	True
JMLR	niladri-chatterji	Benign-Deep-Linear	Jupyter Notebook	MIT	False	False	False	True	False	False	False	-1.0	7a738b430a1cb26afc121b69a9b48898c6ce8090	main	2023-01-01	markdown	jmlr:24/22-1065	Deep linear networks can benignly overfit when shallow ones do	niladri-chatterji/Benign-Deep-Linear	True	2023	Present	True	False	True
JMLR	libffcv	ffcv	Python	Apache-2.0	False	True	True	True	False	False	False	5.0	3a12966b3afe3a81733a732e633317d747bfaac7	main	2023-01-01	markdown	jmlr:24/22-1208	Compute-Efficient Deep Learning: Algorithmic Trends and Opportunities	libffcv/ffcv	True	2023	Present	True	True	False
JMLR	mosaicml	composer	Python	Apache-2.0	False	True	True	True	False	False	False	9.0	808282a18eedf3612a615e76f1ecc5d6090a7384	main	2023-01-01	markdown	jmlr:24/22-1208	Compute-Efficient Deep Learning: Algorithmic Trends and Opportunities	mosaicml/composer	True	2023	Present	True	True	False
JMLR	mlcommons	algorithmic-efficiency	Python	Apache-2.0	False	True	True	True	False	False	False	9.0	c96ba6269f71f1c7bb2e5724f8cab82a35ab6580	main	2023-01-01	markdown	jmlr:24/22-1208	Compute-Efficient Deep Learning: Algorithmic Trends and Opportunities	mlcommons/algorithmic-efficiency	True	2023	Present	True	True	True
JMLR	DarthSid95	ELF_GANs	Python		False	False	False	True	False	False	False	-1.0	63a4c84f13d9b43811c5fde935eadaffb553596e	main	2023-01-01	markdown	jmlr:24/20-1390	Euler-Lagrange Analysis of Generative Adversarial Networks	DarthSid95/ELF_GANs	True	2023	No License	False	False	True
JMLR	ssomanch	DEE	R		False	True	False	True	False	False	False	-1.0	967a3dd424cec77ba0cd96e3aeab077a72055fc0	main	2023-01-01	markdown	jmlr:24/21-0670	Exploiting Discovered Regression Discontinuities to Debias Conditioned-on-observable Estimators	ssomanch/DEE	True	2023	No License	False	False	False
JMLR	QianLI-QL	MARS	C++		False	False	False	True	False	True	True	-1.0	76c7a870817ac5badee81c268f65d16a9b69ec22	master	2023-01-01	markdown	jmlr:24/21-0699	MARS: A Second-Order Reduction Algorithm for High-Dimensional Sparse Precision Matrices Estimation	QianLI-QL/MARS	True	2023	No License	False	False	False
JMLR	huijin12	Implicit_Bias_Wide_Neural_Networks	Jupyter Notebook		False	False	False	True	False	False	False	-1.0	a7dff5435f828347fc8198ce36db960bb8368f10	main	2023-01-01	markdown	jmlr:24/21-0832	Implicit Bias of Gradient Descent for Mean Squared Error Regression with Two-Layer Wide Neural Networks	huijin12/Implicit_Bias_Wide_Neural_Networks	True	2023	No License	False	False	True
JMLR	aday651	embed-asym-experiments	Jupyter Notebook	MIT	False	False	True	True	False	False	False	-1.0	986f147425c3e4f42c04a25f69577bbeef6b3c23	master	2023-01-01	markdown	jmlr:24/21-0841	Asymptotics of Network Embeddings Learned via Subsampling	aday651/embed-asym-experiments	True	2023	Present	True	False	False
JMLR	superlj666	DNystroem	Jupyter Notebook		False	False	False	True	False	False	False	-1.0	3f6f7a72fa795b8580c2ba1dc258aab4d67e0881	main	2023-01-01	markdown	jmlr:24/21-1049	Optimal Convergence Rates for Distributed Nystroem Approximation	superlj666/DNystroem	True	2023	No License	False	False	True
JMLR	microsoft	nni	Python	MIT	False	True	True	True	False	False	False	5.0	767ed7f22e1e588ce76cbbecb6c6a4a76a309805	master	2023-01-01	markdown	jmlr:24/21-1049	Optimal Convergence Rates for Distributed Nystroem Approximation	microsoft/nni	True	2023	Present	True	True	True
JMLR	bokun-wang	moml	Jupyter Notebook		False	False	False	True	False	False	False	-1.0	5c30c0dba18caa018d7b1fd07706fe0d0e389c4d	master	2023-01-01		jmlr:24/21-1301	Memory-Based Optimization Methods for Model-Agnostic Meta-Learning and Personalized Federated Learning	bokun-wang/moml	True	2023	No License	False	False	False
JMLR	gravesec	actor-critic-with-emphatic-weightings	Jupyter Notebook	MIT	False	True	True	True	False	False	False	-1.0	fb36c504fba5ab6180e57c98ff9fdbc04550944f	master	2023-01-01	markdown	jmlr:24/21-1350	Off-Policy Actor-Critic with Emphatic Weightings	gravesec/actor-critic-with-emphatic-weightings	True	2023	Present	True	False	True
JMLR	joshuacutler	TimeDriftExperiments	Jupyter Notebook		False	False	False	True	False	False	False	-1.0	400890f4432a44856c56b25af14522938ad124fe	main	2023-01-01	markdown	jmlr:24/21-1410	Stochastic Optimization under Distributional Drift	joshuacutler/TimeDriftExperiments	True	2023	No License	False	False	False
JMLR	Shanghai-Digital-Brain-Laboratory	DB-Football	Python	Unknown	False	True	False	True	False	False	False	4.0	a89b2c230e68e37752be6bb912c39d87796039da	main	2023-01-01	markdown	jmlr:24/22-0169	MALib: A Parallel Framework for Population-based Multi-agent Reinforcement Learning	Shanghai-Digital-Brain-Laboratory/DB-Football	True	2023	Unknown	False	True	False
JMLR	sjtu-marl	malib	Python	MIT	False	True	True	True	False	False	False	4.0	ea37d5db412eb3b8fda7a5dffe8607fe296ec809	main	2023-01-01	markdown	jmlr:24/22-0169	MALib: A Parallel Framework for Population-based Multi-agent Reinforcement Learning	sjtu-marl/malib	True	2023	Present	True	True	False
JMLR	yiqunchen	KmeansInference	R		False	False	False	True	False	True	True	-1.0	dd2ad4c1c51f8650e17d11248208b8b49544ef61	main	2023-01-01	markdown	jmlr:24/22-0371	Selective inference for k-means clustering	yiqunchen/KmeansInference	True	2023	No License	False	False	False
JMLR	yiqunchen	KmeansInference-experiments	R	MIT	False	False	False	True	False	True	True	-1.0	45e65e5ac8645a9c9dc2a69beb627189a9ae8386	main	2023-01-01	markdown	jmlr:24/22-0371	Selective inference for k-means clustering	yiqunchen/KmeansInference-experiments	True	2023	Present	True	False	False
JMLR	jjbrophy47	tree_influence	Python	Apache-2.0	False	True	False	True	False	False	False	5.0	a32579475adee845547a71f992f238807b1a2d1d	main	2023-01-01	markdown	jmlr:24/22-0449	Adapting and Evaluating Influence-Estimation Methods for Gradient-Boosted Decision Trees	jjbrophy47/tree_influence	True	2023	Present	True	True	True
JMLR	bsharchilev	influence_boosting	Python		False	False	False	True	False	False	False	-1.0	82e038664c516e3be9d7a906e9bc9500a4b34889	master	2023-01-01	markdown	jmlr:24/22-0449	Adapting and Evaluating Influence-Estimation Methods for Gradient-Boosted Decision Trees	bsharchilev/influence_boosting	True	2023	No License	False	False	True
JMLR	TavorB	adaSimplicialDepth	Python		False	False	False	True	False	False	False	-1.0	db0b7886eb76cc0b02b9dab9ea08e9055d535816	main	2023-01-01	markdown	jmlr:24/22-0497	Adaptive Data Depth via Multi-Armed Bandits	TavorB/adaSimplicialDepth	True	2023	No License	False	False	True
JMLR	gsimchoni	lmmnn	Jupyter Notebook		False	False	False	True	False	False	False	-1.0	89f3f4d1c04c0aa564fc179416bde67968cf939f	main	2023-01-01	markdown	jmlr:24/22-0501	Integrating Random Effects in Deep Neural Networks	gsimchoni/lmmnn	True	2023	No License	False	False	True
JMLR	rfordatascience	tidytuesday	HTML	CC0-1.0	False	False	False	True	False	True	True	-1.0	b2b2208ead8b108699f538892deccc045234be45	main	2023-01-01	markdown	jmlr:24/22-0501	Integrating Random Effects in Deep Neural Networks	rfordatascience/tidytuesday	True	2023	Present	True	False	False
JMLR	rajesh-lab	ddlk	Python	AGPL-3.0	False	False	False	False	False	False	False	-1.0	8e531346a3fc5dc503be52e4044ba55f9bbdb4e0	master	2023-01-01	markdown	jmlr:24/22-0616	Multivariate Soft Rank via Entropy-Regularized Optimal Transport: Sample Efficiency and Generative Modeling	rajesh-lab/ddlk	True	2023	Present	True	False	False
JMLR	msesia	deepknockoffs	Python	GPL-3.0	False	False	True	True	False	False	False	-1.0	98588cc326730bd8ca45504ab7e52a42269effc2	master	2023-01-01	markdown	jmlr:24/22-0616	Multivariate Soft Rank via Entropy-Regularized Optimal Transport: Sample Efficiency and Generative Modeling	msesia/deepknockoffs	True	2023	Present	True	False	False
JMLR	ShoaibBinMasud	soft-rank-energy-and-applications	Python		False	False	False	True	False	False	False	-1.0	fdcc15dde904979a68a11adb6357a1fe07d3fe1e	main	2023-01-01	markdown	jmlr:24/22-0616	Multivariate Soft Rank via Entropy-Regularized Optimal Transport: Sample Efficiency and Generative Modeling	ShoaibBinMasud/soft-rank-energy-and-applications	True	2023	No License	False	False	True
JMLR	dholzmueller	bmdal_reg	Python	Apache-2.0	False	False	True	True	False	False	False	-1.0	08c28e131d9dc49cf1e47ddb80f7230ca4e10d72	main	2023-01-01	markdown	jmlr:24/22-0937	A Framework and Benchmark for Deep Batch Active Learning for Regression	dholzmueller/bmdal_reg	True	2023	Present	True	False	True
JMLR	linlearn	linlearn	Python	BSD-3-Clause	False	True	True	True	False	False	False	7.0	b37a2ce810573a4b603142c8f2902b66c2154647	master	2023-01-01	markdown	jmlr:24/22-0964	Robust Methods for High-Dimensional Linear Learning	linlearn/linlearn	True	2023	Present	True	True	True
JMLR	CSML-IIT-UCL	bioptexps	Python	MIT	False	True	False	True	False	False	False	-1.0	1d80f4d03e9dc2a9455c81f57e73e6189d61fc31	main	2023-01-01	markdown	jmlr:24/22-1043	Bilevel Optimization with a Lower-level Contraction: Optimal Sample Complexity without Warm-Start	CSML-IIT-UCL/bioptexps	True	2023	Present	True	False	False
JMLR	jichunxie	DART	R	AGPL-3.0	False	False	True	True	False	True	True	-1.0	6f5276126800f4044bd8f9c2f43420ae478b274c	master	2023-01-01	markdown	jmlr:24/22-1131	DART: Distance Assisted Recursive Testing	jichunxie/DART	True	2023	Present	True	False	False
JMLR	sevvandi	airt-scripts	R		False	False	False	True	False	True	True	-1.0	b6ed3a72553907ca2aa4bfb0ad1dbd8c03a57526	main	2023-01-01	markdown	jmlr:24/20-1318	Comprehensive Algorithm Portfolio Evaluation using Item Response Theory	sevvandi/airt-scripts	True	2023	No License	False	False	False
JMLR	andre-martins	AD3	C++	LGPL-3.0	False	True	False	True	False	False	False	5.0	22131c7457614dd159546500cd1a0fd8cdf2d282	master	2023-01-01		jmlr:24/21-0434	Factor Graph Neural Networks	andre-martins/AD3	True	2023	Present	True	True	False
JMLR	blei-lab	deconfounder_public	Jupyter Notebook	GPL-3.0	False	False	False	True	False	False	False	-1.0	c315808fda409389750ecc63acc10282bbc6305e	master	2023-01-01	markdown	jmlr:24/21-0515	Naive regression requires weaker assumptions than factor models to adjust for multiple cause confounding	blei-lab/deconfounder_public	True	2023	Present	True	False	False
JMLR	xjtushujun	SLeM-Theory	Python		False	False	False	True	False	False	True	-1.0	5e33b2a1a39132ec81e9735961b93e1e73d8e25f	main	2023-01-01	markdown	jmlr:24/21-0742	Learning an Explicit Hyper-parameter Prediction Function Conditioned on Tasks	xjtushujun/SLeM-Theory	True	2023	No License	False	False	True
JMLR	kjunelee	MetaOptNet	Python	Apache-2.0	False	True	True	True	False	False	False	-1.0	19601591da8090734e2e69113c9510831da5528a	master	2023-01-01	markdown	jmlr:24/21-0742	Learning an Explicit Hyper-parameter Prediction Function Conditioned on Tasks	kjunelee/MetaOptNet	True	2023	Present	True	False	True
JMLR	liyiying	Feature_Critic	Python		False	False	True	True	False	False	False	-1.0	417eca68168537b7edfe154e3c5a5f3bb1e8947c	master	2023-01-01	markdown	jmlr:24/21-0742	Learning an Explicit Hyper-parameter Prediction Function Conditioned on Tasks	liyiying/Feature_Critic	True	2023	No License	False	False	True
JMLR	jiaxinchen666	meta-theory	Python		False	False	False	True	False	False	False	-1.0	f10c7b7573cef646631846bee693c689b6030aa2	main	2023-01-01	markdown	jmlr:24/21-0742	Learning an Explicit Hyper-parameter Prediction Function Conditioned on Tasks	jiaxinchen666/meta-theory	True	2023	No License	False	False	False
JMLR	zachwooddoughty	proximal_id_algorithm	R		False	True	True	True	False	False	False	-1.0	3c9c31c08edbf235cd862c47082aae376fc62075	main	2023-01-01	markdown	jmlr:24/21-0950	The Proximal ID Algorithm	zachwooddoughty/proximal_id_algorithm	True	2023	No License	False	False	True
JMLR	tml-tuebingen	tangles	Jupyter Notebook	MIT	False	True	False	True	False	False	False	9.0	604a79518ce86629b62d005bc87960c99f8d6f81	main	2023-01-01	markdown	jmlr:24/21-1160	Clustering with Tangles: Algorithmic Framework and Theoretical Guarantees	tml-tuebingen/tangles	True	2023	Present	True	True	False
JMLR	tml-tuebingen	evaluate-OE	Python		False	True	True	True	False	False	False	-1.0	173d83b83fb4add125b48836d2156b2e66dbde23	main	2023-01-01	markdown	jmlr:24/21-1170	Insights into Ordinal Embedding Algorithms: A Systematic Evaluation	tml-tuebingen/evaluate-OE	True	2023	No License	False	False	True
JMLR	rchan26	DCFusion	R	CC-BY-4.0	False	False	True	True	False	True	True	-1.0	869fdf41217656ff88b13f343dc36a79282a45fe	main	2023-01-01	markdown	jmlr:24/21-1274	Divide-and-Conquer Fusion	rchan26/DCFusion	True	2023	Present	True	False	False
JMLR	tidyverse	nycflights13	R		False	False	False	True	False	True	True	-1.0	df98ef215aa8216fe0838a0b8ac5bada646d814c	main	2023-01-01	markdown	jmlr:24/21-1274	Divide-and-Conquer Fusion	tidyverse/nycflights13	True	2023	No License	False	False	False
JMLR	cran	parallelMCMCcombine	R		False	False	False	False	False	True	True	-1.0	2f8787fb67f158594c532f4318c9c2c1e62864d6	master	2023-01-01		jmlr:24/21-1274	Divide-and-Conquer Fusion	cran/parallelMCMCcombine	True	2023	No License	False	False	False
JMLR	wwrechard	weierstrass	R		False	False	True	True	False	True	True	-1.0	4e47966e302ae73d1c5cdfab58f8126c809f402e	master	2023-01-01	markdown	jmlr:24/21-1274	Divide-and-Conquer Fusion	wwrechard/weierstrass	True	2023	No License	False	False	False
JMLR	antoninschrab	mmdagg-paper	Jupyter Notebook	MIT	False	True	True	True	False	False	False	-1.0	3412315f13784dfb085b44398f3a052393572369	master	2023-01-01	markdown	jmlr:24/21-1289	MMD Aggregated Two-Sample Test	antoninschrab/mmdagg-paper	True	2023	Present	True	False	True
JMLR	santikka	transit_cluster	R	MIT	False	False	False	True	False	True	True	-1.0	0a255281af50dded70236cf4c1d167c3b43dc438	main	2023-01-01	markdown	jmlr:24/21-1322	Clustering and Structural Robustness in Causal Diagrams	santikka/transit_cluster	True	2023	Present	True	False	False
JMLR	AnotherSamWilson	miceforest	Jupyter Notebook	MIT	True	True	True	True	False	False	False	7.0	fcf447ee5f6294af2c915bdd5244100cd7d4a638	master	2023-01-01	markdown	jmlr:24/21-1373	Variational Gibbs Inference for Statistical Model Estimation from Incomplete Data	AnotherSamWilson/miceforest	True	2023	Present	True	True	False
JMLR															2023-01-01		jmlr:24/21-1392	Contrasting Identifying Assumptions of Average Causal Effects: Robustness and Semiparametric Efficiency	tetianagorbach/semiparametric	True	2023	No License	False		False
JMLR	junsoukchoi	ZiGDAG	R		False	False	True	True	False	True	True	-1.0	611c5c0f27f1c2811e6cb28defda2d4836a281bb	master	2023-01-01	markdown	jmlr:24/21-1476	Model-based Causal Discovery for Zero-Inflated Count Data	junsoukchoi/ZiGDAG	True	2023	No License	False	False	False
JMLR	hazimehh	L0Learn	C++	Unknown	False	False	True	True	False	False	True	-1.0	3f695c567e626da023990a0c7287d9f1b0cb2126	master	2023-01-01	markdown	jmlr:24/22-0189	L0Learn: A Scalable Package for Sparse Learning using L0 Regularization	hazimehh/L0Learn	True	2023	Unknown	False	False	False
JMLR	RUrlus	carma	C++	Apache-2.0	True	False	True	True	False	False	False	-1.0	9c5d79c31a0c76c0fc390036d62b9893756fddab	stable	2023-01-01	markdown	jmlr:24/22-0189	L0Learn: A Scalable Package for Sparse Learning using L0 Regularization	RUrlus/carma	True	2023	Present	True	False	False
JMLR	pybind	pybind11	C++	Unknown	False	True	False	True	False	False	True	0.0	002c05b17e8f1d9421c3d528b3acfae7c9916fb9	master	2023-01-01	rst	jmlr:24/22-0189	L0Learn: A Scalable Package for Sparse Learning using L0 Regularization	pybind/pybind11	True	2023	Unknown	False	False	True
JMLR	nveldt	SparseCardDSFM	Julia	MIT	False	False	False	True	False	True	True	-1.0	bdd74cae5b7412c9d478dda8df529d735fe9fd9e	main	2023-01-01	markdown	jmlr:24/22-0305	Augmented Sparsifiers for Generalized Hypergraph Cuts	nveldt/SparseCardDSFM	True	2023	Present	True	False	False
JMLR	median-research-group	LibMTL	Python	MIT	False	True	True	True	False	False	False	8.0	4d195c090bdffdfdbfb1b68215107382843926dc	main	2023-01-01	markdown	jmlr:24/22-0347	LibMTL: A Python Library for Deep Multi-Task Learning	median-research-group/LibMTL	True	2023	Present	True	True	False
JMLR	mwien	counting-with-applications	Julia		False	False	False	True	False	False	True	-1.0	580c2f389a88bfd813f104cc3a73d910da56aeaa	main	2023-01-01	markdown	jmlr:24/22-0495	Polynomial-Time Algorithms for Counting and Sampling Markov Equivalent DAGs with Applications	mwien/counting-with-applications	True	2023	No License	False	False	True
JMLR	noahgolmant	pytorch-hessian-eigenthings	Python	MIT	False	True	True	True	False	False	False	4.0	dce2e54a19963b0dfa41b93f531fb7742d46ea04	master	2023-01-01	markdown	jmlr:24/22-0496	An Empirical Investigation of the Role of Pre-training in Lifelong Learning	noahgolmant/pytorch-hessian-eigenthings	True	2023	Present	True	True	False
JMLR	huggingface	transformers	Python	Apache-2.0	True	True	True	True	False	False	False	10.0	5c47d08b0d6835b8d8fc1c06d9a1bc71f6e78ace	main	2023-01-01	markdown	jmlr:24/22-0496	An Empirical Investigation of the Role of Pre-training in Lifelong Learning	huggingface/transformers	True	2023	Present	True	True	True
JMLR	sanketvmehta	lifelong-learning-pretraining-and-sam	Python	Apache-2.0	False	True	True	True	False	False	False	-1.0	8f5d5de4e579cc8146a006c3699da39e28c059cf	main	2023-01-01	markdown	jmlr:24/22-0496	An Empirical Investigation of the Role of Pre-training in Lifelong Learning	sanketvmehta/lifelong-learning-pretraining-and-sam	True	2023	Present	True	False	False
JMLR	caojiguo	FLoS	R		False	False	False	True	False	True	True	-1.0	72696978f5fd9cdab03baef7299bf97da545b306	main	2023-01-01	markdown	jmlr:24/22-0614	Functional L-Optimality Subsampling for Functional Generalized Linear Models with Massive Data	caojiguo/FLoS	True	2023	No License	False	False	False
JMLR															2023-01-01		jmlr:24/22-0630	A Unified Framework for Factorizing Distributional Value Functions for Multi-Agent Reinforcement Learning	j3soon/dfac-	True	2023	No License	False		False
JMLR	MoZhou1995	ActorCriticLQR	Python		False	False	False	True	False	False	True	-1.0	847b1725fc4c1d8028d4bb612f70d828da84f0a2	main	2023-01-01		jmlr:24/22-0644	Single Timescale Actor-Critic Method to Solve the Linear Quadratic Regulator with Convergence Guarantees	MoZhou1995/ActorCriticLQR	True	2023	No License	False	False	True
JMLR	fchollet	keras	Python	Apache-2.0	False	True	True	True	False	False	True	9.0	d8f3f70670537b6e08149be853c43510626444e3	master	2023-01-01	markdown	jmlr:24/22-0657	Conditional Distribution Function Estimation Using Neural Networks for Censored and Uncensored Data	fchollet/keras	True	2023	Present	True	True	True
JMLR	bingqing0729	NNCDE	Python	MIT	False	True	False	True	False	False	False	-1.0	9dc703bd945bbb1f513370bc8440215e6e4a498c	main	2023-01-01	markdown	jmlr:24/22-0657	Conditional Distribution Function Estimation Using Neural Networks for Censored and Uncensored Data	bingqing0729/NNCDE	True	2023	Present	True	False	True
JMLR	statmlben	rankseg	Jupyter Notebook	MIT	False	True	True	True	False	False	False	-1.0	7e60278553b1189f185333f4a6df41370f2a78c8	main	2023-01-01	markdown	jmlr:24/22-0712	RankSEG: A Consistent Ranking-based Framework for Segmentation	statmlben/rankseg	True	2023	Present	True	False	True
JMLR	salesforce	Merlion	Python	BSD-3-Clause	False	True	True	True	False	False	False	7.0	085ef8a69e5dcdfb9dcaa394cc21e087cccbb8f0	main	2023-01-01	markdown	jmlr:24/22-0809	Merlion: End-to-End Machine Learning for Time Series	salesforce/Merlion	True	2023	Present	True	True	True
JMLR	facebookresearch	Kats	Python	MIT	False	True	True	True	False	False	False	5.0	ac542046b2f6a11d7c7dd657cea613a78ad7024a	main	2023-01-01	markdown	jmlr:24/22-0809	Merlion: End-to-End Machine Learning for Time Series	facebookresearch/Kats	True	2023	Present	True	True	False
JMLR	linkedin	greykite	Python	BSD-2-Clause	False	True	False	True	False	False	False	10.0	e80d3bcdc7783f221371a3fdf2f6f71e6728bc37	master	2023-01-01	rst	jmlr:24/22-0809	Merlion: End-to-End Machine Learning for Time Series	linkedin/greykite	True	2023	Present	True	True	False
JMLR	pliang279	MultiBench	HTML	MIT	False	True	False	True	False	False	False	-1.0	49f9be224f342de005b7f001281f33df4301eb22	main	2023-01-01	markdown	jmlr:24/22-1021	MultiZoo and MultiBench: A Standardized Toolkit for Multimodal Deep Learning	pliang279/MultiBench	True	2023	Present	True	False	True
JMLR	LMC4S	robust-spline-GAN	R		False	False	False	True	False	True	True	-1.0	29d19fa53de7151412cef04029e3ba0ef5b14041	main	2023-01-01	markdown	jmlr:24/22-1053	Tractable and Near-Optimal Adversarial Algorithms for Robust Estimation in Contaminated Gaussian Models	LMC4S/robust-spline-GAN	True	2023	No License	False	False	False
JMLR	DeqingJ	QPDE	Jupyter Notebook		False	False	False	True	False	True	True	-1.0	b3d66cd8fec3ee4e744c7d665f824a5f2f2ed3f5	main	2023-01-01	markdown	jmlr:24/22-1075	Neural Q-learning for solving PDEs	DeqingJ/QPDE	True	2023	No License	False	False	False
JMLR	ohrankwon	lhsc	R		False	False	True	True	False	True	True	-1.0	6c1f48ca907986b900eb2f1e8c2d6a6ddb38a711	main	2023-01-01	markdown	jmlr:24/22-1104	Leaky Hockey Stick Loss: The First Negatively Divergent Margin-based Loss Function for Classification	ohrankwon/lhsc	True	2023	No License	False	False	False
JMLR															2023-01-01		jmlr:24/22-1144	PaLM: Scaling Language Modeling with Pathways	google/BIG-	True	2023	No License	False		False
JMLR	google	jax	Python	Apache-2.0	False	True	True	True	False	False	False	9.0	3ea7a5dac2f1188e79b6c3306fb07d74485d310f	main	2023-01-01	markdown	jmlr:24/22-1144	PaLM: Scaling Language Modeling with Pathways	google/jax	True	2023	Present	True	True	True
JMLR	NVIDIA	Megatron-LM	Python	Unknown	False	True	False	True	False	False	False	8.0	3235d439c9d76b62cf34108abb366013b4833cbf	main	2023-01-01	markdown	jmlr:24/22-1144	PaLM: Scaling Language Modeling with Pathways	NVIDIA/Megatron-LM	True	2023	Unknown	False	True	True
JMLR	kingoflolz	mesh-transformer-jax	Python	Apache-2.0	False	True	False	True	False	False	False	0.0	f8315e3003033b23f21d78361b288953064e0e76	master	2023-01-01	markdown	jmlr:24/22-1144	PaLM: Scaling Language Modeling with Pathways	kingoflolz/mesh-transformer-jax	True	2023	Present	True	False	True
JMLR	google-research	t5x	Python	Apache-2.0	False	True	True	True	False	False	False	7.0	fb11a7619749b1686ab857f31667aa3303766c7e	main	2023-01-01	markdown	jmlr:24/22-1144	PaLM: Scaling Language Modeling with Pathways	google-research/t5x	True	2023	Present	True	True	False
JMLR	google	BIG-bench	Python	Apache-2.0	False	True	True	True	False	False	False	5.0	092b196c1f8f14a54bbc62f24759d43bde46dd3b	main	2023-01-01	markdown	jmlr:24/22-1144	PaLM: Scaling Language Modeling with Pathways	google/BIG-bench	True	2023	Present	True	True	False
JMLR	andreacini	sparse-graph-learning	Python	MIT	False	False	False	True	False	False	False	-1.0	dc8b2d6e64b34a786a753a134a78d3cc48a6eab6	main	2023-01-01	markdown	jmlr:24/22-1154	Sparse Graph Learning from Spatiotemporal Time Series	andreacini/sparse-graph-learning	True	2023	Present	True	False	False
